Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Bermuda,BMU,1902.402119,1961.538169,2020.385965,2020.265248,2199.727007,2282.216546,2630.850466,2982.749704,2830.188679,3053.703704,3387.272727,3866.300366,4343.173432,5009.29368,5853.932584,6509.433962,7261.278195,8370.786517,8876.865672,9613.3829,11357.40681,13586.39765,14333.94219,16112.31884,17728.41669,18562.50057,20623.90214,22430.79529,24107.32593,25192.95356,26320.66116,26801.63882,27539.34479,29841.96616,30459.38114,32913.28934,43624.63565,47401.49181,50529.96996,53581.3778,56459.15887,58610.1505,62467.71315,66130.12373,70508.14908,76233.23895,84441.64577,91574.14063,94515.54517,88746.89441,
Bhutan,BTN,,,,,,,,,,,,,,,,,,,,,,310.0467987,318.0827652,335.0698277,338.2630799,340.4300956,372.6730446,436.1534637,484.0094098,472.539897,503.6473464,438.2618501,436.1914535,425.6779454,483.8088638,552.4239786,578.1949371,649.0914506,658.1095809,714.2801028,748.8837299,774.9500653,837.0473243,978.4428155,1093.93531,1242.041317,1330.601462,1737.017638,1793.115768,1772.283803,2088.434589
Bolivia,BOL,167.8472954,178.5686111,190.9451482,201.0544653,221.487805,242.1797739,258.8825559,275.8989171,226.0009971,234.2858933,241.23191,253.6030362,284.141942,278.4739259,451.9152418,505.045981,560.1660677,646.1111413,734.8493431,844.7958062,847.708834,1076.874384,1000.871925,949.9125023,1058.082016,902.6380292,650.1600324,694.7228431,722.5013419,724.5968883,731.0371022,784.178113,809.2527329,803.3818473,818.8705672,898.8397621,968.4888854,1015.555564,1066.020152,1017.970653,1010.907367,960.4568503,914.2820539,916.7965142,976.6818232,1044.009674,1230.441154,1386.434364,1733.646069,1774.195208,1992.594467
Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.7356609,560.1795003,842.8075719,1090.979047,1182.862776,1301.071889,1490.642834,1533.73081,1761.502191,2212.700605,2650.592891,2846.750834,3240.546776,4029.265675,4901.906531,4523.31143,4491.207668
Botswana,BWA,57.959034,61.35883592,64.72200437,67.60008003,72.11098785,77.08463045,84.28571649,93.25998065,102.1993622,115.8566774,138.9676444,177.4277315,223.4465105,319.1268383,386.4800963,431.8217439,435.5240127,508.7249991,639.6204182,854.4091012,1065.233066,1039.295303,948.4949418,1059.043369,1084.527444,942.2783774,1139.892229,1558.121848,2032.022888,2298.587804,2742.81361,2769.103531,2830.129329,2762.41353,2806.180054,3010.607278,2956.281649,3119.278524,3061.207573,3394.882412,3203.999676,3381.378046,3368.892865,4418.659107,5425.130963,5467.610139,5920.95637,6420.844968,6892.364477,5790.181932,7402.930987
Brazil,BRA,,,,,,258.2094763,312.0155145,343.4651427,370.6538984,399.6554099,440.5531567,499.816052,580.5790212,767.8924703,994.6321366,1143.0855,1377.900582,1552.96204,1728.977727,1892.155542,1930.991698,2115.453937,2209.018755,1558.378338,1567.129404,1636.316224,1928.358897,2074.062799,2286.955907,2893.460725,3086.87702,2677.266955,2526.596184,2791.968684,3426.840162,4751.065263,5109.348611,5220.856542,4980.980645,3413.259971,3696.146772,3129.755456,2812.334223,3041.677796,3609.875507,4743.264112,5793.400957,7197.031306,8627.98528,8251.061558,10710.06597
Brunei Darussalam,BRN,,,,,,1145.718591,1274.929371,1275.883246,1409.85453,1349.726136,1431.632925,1507.695437,1974.16957,3017.053554,7155.320188,7460.674387,8719.311288,10200.57788,11001.31852,15322.37442,26037.11018,22345.6905,21183.46325,18562.60147,17758.15762,16085.88251,10469.23412,11888.05972,11291.06629,12180.01562,13963.517,14272.47791,15680.81812,14964.06746,14494.10624,16345.96406,17213.35598,17055.7582,12975.46323,14390.55979,18350.13062,16752.27782,17106.51551,18801.25661,22116.83668,26248.41398,30975.36166,32442.93016,37414.31282,27390.05003,
Bulgaria,BGR,,,,,,,,,,,,,,,,,,,,,2261.298624,2259.094083,2226.680374,1903.6239,1950.830289,1964.223637,2262.053406,3168.991936,2561.23589,2449.793106,2377.414594,1267.788314,1214.508255,1278.564627,1150.548628,1555.843771,1063.943791,1209.502723,1581.783488,1611.644087,1600.9363,1753.299698,2030.651215,2641.975798,3249.287444,3733.263161,4313.430635,5498.035686,6798.134903,6403.147686,6325.392341
Burkina Faso,BFA,67.68671232,70.65825499,75.41125885,77.07772522,78.97692804,79.45388569,80.28191476,81.98114588,82.68328392,84.07519321,78.56181267,80.91290016,95.65654212,109.471914,119.3434274,146.0608409,148.4494622,168.1931015,214.4549679,248.2581228,267.4028993,240.3543679,231.6809597,206.1160501,183.3313289,190.0297341,242.8727488,275.3407024,296.0115622,288.1684271,332.6159372,327.2488905,227.5551425,230.4676709,182.2230623,222.5476795,235.3096256,216.5768393,241.3623932,252.2370048,212.3753864,222.3857061,252.7495748,318.7901981,370.4917793,382.2553238,394.6871028,449.301458,518.5748768,509.2977848,535.5799289
Burundi,BDI,66.65537258,67.82734709,70.1059195,75.1084589,82.66037644,49.48698823,50.51025471,53.35879799,53.77717112,54.89041417,69.08570955,71.22590773,68.99403677,84.48711943,95.00179184,114.3860864,119.8179038,143.3671297,156.0629677,194.9326431,222.6942699,227.6198492,230.5103837,238.4004781,210.2513876,237.0799483,239.9515309,219.0046913,203.416886,203.7387939,202.0988647,203.9469532,185.6083106,158.197583,153.7329344,164.3616428,141.5305116,157.3885577,143.6118988,128.5997279,111.2368687,101.9087156,94.36440165,87.00446075,94.394589,109.7553908,122.9299876,127.1163519,147.1539112,162.8704077,192.123814
Cambodia,KHM,117.2661478,115.5342012,115.8382896,124.837917,130.8343471,141.428805,144.8873772,148.4568963,160.0788065,143.7054752,103.5459151,137.7816685,71.02273125,98.13829846,82.21278022,,,,,,,,,,,,,,,,,,,240.4089699,256.9892733,308.0968608,306.0248868,293.5264208,260.3364074,287.722788,293.5684654,314.5181583,333.5114129,357.661682,404.5663964,471.1219389,538.2130032,631.986488,748.9036877,748.15115,802.3224944
Cameroon,CMR,114.3892526,119.0117778,123.8328931,125.2861228,132.3954689,134.5973848,137.7609998,147.2077968,161.9246547,172.8065779,169.5472832,175.7290345,198.460118,237.4170595,296.1306823,351.2116099,381.1022851,404.5807563,514.0711227,657.228042,739.9516465,814.1867267,758.7291246,743.4017623,763.5394582,774.630276,980.4520761,1102.51047,1086.961618,941.253338,915.5031942,992.3753938,884.6346727,1022.330494,678.4894416,626.4717331,681.1797116,672.5404753,642.9963943,684.3135812,642.6117788,598.402842,663.0742142,811.6255995,919.0277851,944.9841704,1000.478623,1127.296843,1265.301654,1157.024519,1142.59177
Canada,CAN,2294.568814,2231.293824,2255.230044,2354.839122,2529.518179,2739.585849,3010.705908,3173.076194,3411.060154,3703.990405,4047.268455,4503.180745,5048.481943,5764.261107,6915.889343,7354.268358,8624.613972,8731.678917,8931.293455,9831.079371,10933.73156,12075.0246,12217.37343,13113.16893,13506.37154,13711.5156,14076.75234,15876.84241,18522.65837,20289.76637,20968.04115,21234.37582,20320.47371,19549.0171,19390.48537,20117.09961,20684.94578,21260.28681,20390.38845,21681.37931,23559.50369,23017.36875,23425.22643,27335.30883,31011.93524,35087.89259,39162.32799,43184.91416,45002.84624,39599.04181,46148.04449
Cape Verde,CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,641.6943909,773.1929366,861.3940666,861.5311161,972.7887218,987.7931656,1079.833877,969.1249584,1066.745104,1242.218797,1242.50031,1226.549836,1280.89762,1359.125863,1215.32445,1236.136991,1361.066404,1733.175177,1980.883349,2113.276704,2316.461897,2756.007506,3181.462154,3227.952033,3322.767263
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29693.92424,,,,,,,,,,,,,,
Central African Republic,CAF,74.59592291,80.52031012,79.96762501,81.58738412,87.85834775,90.64154491,93.38078001,94.97717936,109.5472658,105.0292601,102.9269232,107.3504451,120.9548062,139.9727063,142.4097311,187.7013708,218.8507595,240.6279594,282.8666516,316.5888525,350.5628735,296.9567848,310.3527984,265.0500254,249.3631741,329.262594,416.3798062,440.6901795,456.9088212,442.2734869,506.8565609,466.964158,464.8852492,410.2657447,262.6668077,337.1409336,314.1323786,287.9613014,294.1913062,289.4384988,259.1882527,256.8380555,272.1103359,292.8508137,321.2377179,336.0098572,361.3107752,407.682027,467.9098875,458.5672053,457.3941404
Chad,TCD,106.1723804,110.7055212,116.0225857,118.021065,121.8672806,125.8609243,128.2725466,130.7725509,130.0944148,132.0432498,127.7545329,133.2373244,152.3948599,164.7102957,162.1889012,210.1570202,206.1489415,218.2501778,254.8699409,225.2306168,226.8302437,188.3420103,175.0986412,170.4757118,183.4090709,200.5447949,201.3070122,212.685196,262.6071639,246.0440273,289.2273836,302.8742986,294.598589,222.2844613,173.869056,206.6151787,222.6534085,207.380048,226.8776495,193.3964317,168.4499977,200.6756907,225.0967092,298.9621933,465.9700534,541.7935129,604.8151928,676.4757469,784.4311575,625.3019474,675.8290361
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41333.3429,43308.69638,44310.90232,42692.60105,45446.70839,49790.47479,57809.33986,59337.8241,64644.8668,76413.04835,,,
Chile,CHL,550.443578,599.5354833,683.553204,664.2271509,685.1432313,699.3962234,792.5830789,765.0261266,767.3055314,870.1675998,937.7232208,1096.547262,1161.855325,1623.245878,1514.182146,693.5944041,932.4558861,1246.218237,1417.062291,1881.290637,2466.478126,2876.595129,2111.463786,1687.694734,1615.084968,1361.667289,1439.608277,1669.639221,1935.138706,2190.864897,2393.03578,2712.287868,3250.967523,3423.982861,3890.980936,4951.567941,5178.744068,5580.106075,5277.793874,4792.371966,4877.522032,4394.220342,4261.622005,4636.000505,5929.301714,7253.810441,8912.228002,9878.717757,10165.82171,9487.011067,11887.71198
China,CHN,92.01122923,75.87257116,69.78987327,73.68876603,83.93043528,97.47009798,103.1811715,95.49668825,90.37133078,98.8898853,111.8227255,117.1815906,130.1112674,155.078442,157.9993781,175.865754,162.9205149,182.678568,154.9720597,182.2847006,193.0220513,195.3054051,201.4447468,223.251945,248.2889082,291.7744907,279.1851067,249.4127911,280.9678615,307.4899926,314.4306005,329.7490887,362.808414,373.8000229,469.2131942,604.2280606,703.1207994,774.467161,820.8630768,864.7303144,949.1823289,1041.63608,1135.448053,1273.641155,1490.379702,1731.125525,2069.343382,2651.260061,3413.588368,3748.934356,4392.611068
Colombia,COL,252.4848808,276.1452146,292.5345797,276.571714,332.5301746,312.0463225,285.4248982,291.2678499,292.6192655,308.1994226,337.4794774,357.720206,387.4280998,450.5071761,528.1459066,546.6737548,625.737715,776.0604927,906.0635697,1063.528716,1242.821541,1323.903639,1386.552351,1348.091755,1302.919843,1163.397875,1140.764726,1163.170254,1228.723044,1214.468499,1212.957119,1218.303891,1428.504788,1587.725226,2282.350312,2537.690248,2617.980325,2823.543494,2561.031495,2204.099977,2523.975779,2442.827789,2391.274573,2274.43654,2764.804377,3405.400073,3725.878449,4676.433017,5435.872051,5165.731925,6225.07784
Comoros,COM,,,,,,,,,,,,,,,,,,,,,375.5536217,335.325399,303.8711731,306.574751,286.7513865,296.8067583,409.9167104,482.8760971,497.4516681,464.9883798,571.0133842,550.2347796,579.2838807,559.8644279,385.0737227,468.9593107,454.5664008,407.7628027,403.5444828,406.2700651,358.954574,381.1065325,423.4251599,532.5564634,579.0611737,601.9472532,610.3575813,685.1574678,760.5632647,747.9124803,736.4375815
"Congo, Dem. Rep.",COD,223.0237102,198.6477836,229.9935522,369.8178793,168.8889233,230.5095019,251.1399882,182.1444197,204.3777092,255.5253194,240.6711781,268.3975792,288.0694061,357.2077202,423.5403332,439.0548313,401.8323422,498.9583945,603.0038696,573.9075179,532.7766629,451.3085233,478.1458979,375.1271382,260.4693248,231.7680439,253.2670014,232.6828506,260.891336,256.9029194,256.8177372,240.0653632,208.0484938,260.6458119,136.4677514,128.0639028,127.4191393,131.3549251,131.2504768,97.28029263,86.76459563,92.0154875,105.6882141,104.8684203,117.8369741,123.7108175,144.5854187,164.1718333,186.7690777,174.5076054,199.2717696
"Congo, Rep.",COG,129.9915795,145.8753611,156.0073578,157.1084423,164.860451,170.0297905,184.4451454,193.2615252,200.0857775,204.6649805,204.9803269,232.6069892,288.9198293,370.3969088,388.0002379,493.3813708,471.1792491,464.1472854,517.8641807,686.305472,948.5711852,1076.480816,1132.813306,1067.6995,1084.677391,1038.310504,863.8689541,1043.918371,977.9253589,1027.77066,1171.565075,1110.403884,1163.890261,741.4103543,665.4437783,774.3230319,904.1256185,803.4743535,655.6563224,770.3991681,1026.826182,869.5820427,918.2294446,1038.838922,1349.084723,1722.813301,2130.669097,2236.497293,3073.045693,2430.525472,2942.843871
Costa Rica,CRI,380.4460986,354.9437512,334.8856838,345.5124221,354.0745102,374.7158933,396.7006847,416.2795443,447.8451572,481.0230299,541.002813,577.5497924,648.6684609,782.7814354,833.5103646,957.0734337,1147.872836,1423.690081,1588.851073,1770.460099,2061.773735,1088.994529,1052.096748,1560.890326,1754.030939,1781.955444,1980.685051,2056.259095,2079.074971,2294.049461,2411.361105,2275.665759,2658.608444,2917.67773,3119.378567,3379.254563,3329.466419,3516.46142,3768.380529,4122.811078,4068.821351,4097.882662,4125.291706,4210.502813,4390.486349,4632.856909,5140.89222,5899.274609,6559.664048,6369.166292,7419.024267
Cote d'Ivoire,CIV,150.1225868,163.663499,164.3238038,186.2842995,216.6522932,206.4078899,221.4570732,225.3689399,257.8005315,262.4099787,267.4524084,278.3133537,312.7090749,406.2381742,475.2072314,575.2851848,657.8195256,844.4419681,1017.248711,1124.873109,1196.876954,948.9918209,815.2473716,706.0900587,678.0578116,664.8700987,840.5132287,893.1142744,876.939705,806.3514769,862.459922,810.5020586,833.4458636,799.1966531,583.2507243,749.4693524,804.4640613,756.655358,805.0212395,773.0422725,628.2248275,624.2436783,668.5815143,787.0006001,873.0674803,908.023451,947.6878041,1061.616208,1233.159353,1190.789494,1154.144866
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5184.552965,4025.822867,2290.96674,2349.698602,3135.136981,4721.697879,5193.904281,5140.349129,5577.96059,5060.210472,4856.005317,5191.901985,5974.075765,7689.956996,9237.116223,10090.36669,11228.62138,13372.28757,15767.08012,14322.6081,13754.43938
Cuba,CUB,,,,,,,,,,,654.2187492,780.7795911,902.8328829,1090.284922,1226.57806,1382.814656,1447.670782,1477.626187,1841.665253,2007.742435,2029.372041,2043.138743,2115.299189,2231.917486,2403.526655,2276.372156,2385.596121,2458.22991,2648.788912,2580.260434,2709.953092,2282.458779,2058.861954,2072.804883,2622.455752,2791.381125,2284.82321,2307.480971,2333.034097,2562.696156,2752.606127,2843.969678,3005.744564,3203.159092,3400.400713,3789.113474,4681.9458,5200.588143,5565.397063,,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,,,,,,,,,,,,,,,,,,,,,4232.724983,4033.240377,4123.292832,4093.325124,4260.017729,4489.579527,5643.269119,6688.134025,7649.468834,8041.769219,9639.10688,9694.87544,11313.02189,10523.66277,11621.8434,14217.57183,14138.64715,13272.19229,14072.30019,14243.08742,13424.18589,13795.88951,14863.88366,18435.19163,21388.92392,22427.77463,23848.32665,27852.78917,31991.89239,31298.43748,
Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3365.817434,2480.59762,2903.083386,3327.914178,3975.453783,5348.663824,6011.691454,5544.866236,6007.506675,5853.557918,5521.189426,6048.740555,7376.497568,8950.179558,10720.89929,12167.90381,13887.30239,16858.16205,20728.86384,18136.84506,18256.52651
Denmark,DNK,1364.101044,1504.087223,1681.292902,1775.553456,2014.126857,2244.408867,2442.944581,2642.793902,2711.432495,3068.776239,3365.902482,3730.716522,4525.451189,5966.112112,6609.825261,7824.762142,8609.520195,9601.960977,11617.60028,13515.88937,13607.13707,11787.18835,11515.66256,11577.00653,11290.02298,11967.89305,16864.96149,20941.35822,22072.27693,21441.34259,26427.65643,26521.91953,29051.35212,27100.91136,29508.7828,34809.41357,35050.51726,32253.66481,32758.5918,32701.83639,29992.9406,29967.07835,32354.4066,39468.16195,45310.12,47576.91708,50462.23358,57021.17318,62156.99431,55933.35447,55987.92204
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,845.6641433,,804.3303411,790.2046699,765.0947409,804.4391773,795.0299525,804.2203355,772.1992257,801.8167082,794.4047679,766.5713899,755.0458677,746.4625213,753.3733982,753.1196451,763.6264492,772.4228025,797.8614046,839.1586415,876.8834415,933.4593739,1010.085054,1148.308886,1202.919901,
Dominica,DMA,,,,,,,,,,,,,,,,,,495.4281279,608.4370901,591.232155,784.7354865,878.5326153,958.5697068,1069.286052,1210.695663,1338.799563,1534.798719,1745.98419,2003.995793,2152.920793,2345.010648,2547.034723,2702.280964,2815.618059,3019.751469,3139.356275,3321.595306,3469.235767,3670.042606,3824.703741,3892.046473,3832.445565,3677.516213,3798.16949,4128.396275,4341.756337,4594.749043,5032.099054,5493.364372,5532.053652,5649.327471
Dominican Republic,DOM,203.2069306,191.1799344,233.0287083,257.4846884,271.830638,228.0990414,245.043048,250.0728614,253.2087021,280.5354381,329.2418735,359.3216962,417.1215168,479.3416956,582.9047289,699.3356372,749.1386415,849.0411449,863.124981,971.2059602,1144.44518,1225.788452,1313.16823,1390.04029,1628.899588,778.2261136,924.3607686,861.3845084,778.0754593,948.3882979,983.1831973,1324.878685,1506.581425,1700.468977,1866.400236,2066.429712,2251.065828,2392.181532,2543.189167,2566.637534,2792.917696,2852.873837,2998.659564,2364.321484,2413.944918,3670.450539,3825.468751,4334.333429,4707.589593,4756.359128,5195.446471
Ecuador,ECU,227.5913937,214.239833,203.6725254,214.1778412,231.4654802,240.482411,251.5175722,267.1888633,276.9350982,299.883265,280.4207499,263.3487495,305.0546667,397.9028031,585.2655018,673.3359318,799.9198962,946.7083946,1033.642849,1238.853709,1495.474671,1708.618139,1570.185789,1296.475158,1285.280251,1302.519765,1105.772693,952.017858,929.1002511,950.1809001,1009.295451,1081.473455,1118.548859,1375.236959,1663.011918,1774.840783,1836.849513,2008.436072,1945.397767,1373.208626,1291.341613,1692.952514,1950.236677,2204.798786,2471.235425,2769.687814,3057.616776,3285.524669,3856.406251,3647.698997,4072.662493
"Egypt, Arab Rep.",EGY,148.5227586,151.2821129,136.127175,137.8439817,154.397332,160.8883722,163.8545187,166.9613613,178.3545225,195.547579,213.858295,224.9181541,233.2251949,250.3749942,229.6384731,285.0072652,325.599989,348.7946797,345.9778831,413.2746674,509.7047159,508.5333907,542.9754885,582.837223,619.6356182,684.7575461,691.3381599,761.9072198,643.803754,712.2416819,758.7602079,637.9470747,709.3624097,776.046367,850.3394095,969.3127845,1071.43828,1221.761357,1298.879882,1364.950544,1475.84441,1417.256455,1251.886587,1159.797175,1082.369248,1208.650122,1422.340016,1695.739912,2079.028435,2370.71111,2698.588707
El Salvador,SLV,225.5963103,222.5158448,239.2366708,244.8257798,261.4176949,270.5026488,278.0532402,283.7209198,285.3728211,288.5518056,303.2188736,309.1362645,320.923825,357.1924695,402.7626678,445.2755035,538.5319931,666.7003811,695.4831839,756.4312865,767.5597115,726.7626942,708.3240742,720.6387384,742.6004572,760.6993164,745.3427625,772.4161654,807.3663207,831.4324037,900.2531661,981.1070969,1082.965056,1242.465994,1427.57967,1657.042902,1781.182014,1906.922425,2042.909154,2108.688359,2211.022459,2315.233249,2389.135493,2504.22608,2620.475213,2821.281435,3070.810753,3339.967362,3606.548391,3425.170642,3519.416376
Equatorial Guinea,GNQ,,,35.36759057,41.53436436,48.01779556,240.3168676,250.8784922,256.0399047,233.8537726,230.2132229,228.0159246,227.9536376,238.0169675,309.4906448,377.2898986,437.7755347,453.5563633,471.7099728,,,,,,,,254.5830977,301.2595768,351.2513832,361.6840951,309.1332348,353.4129705,337.8609322,385.6117148,367.7044687,293.793688,370.5537896,566.5037106,1053.453398,933.9419655,1730.186234,2410.206075,3231.810819,3872.020268,5161.479241,8885.88618,13521.09771,15346.01834,19528.23819,27816.16832,17944.40448,19997.8376
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.8425894,147.1058835,166.8794094,179.9268748,212.544454,205.8357301,217.4646263,194.6168663,172.7571562,180.3541143,169.9760056,209.9222115,256.8225939,244.8407165,260.7037207,274.6622873,278.9604332,364.2048206,402.9574968
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,2571.192586,2986.399672,3268.146388,3192.962786,3064.801099,2600.531764,2583.436812,2710.139321,3029.264503,3339.468027,3608.358805,4038.499858,4147.476009,4144.381208,4574.512612,5391.031993,7273.885185,8918.700177,10328.59382,12358.95399,15938.25811,17541.3036,14238.88169,13939.43489
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,200.3481059,204.9611516,220.8457641,202.0402881,229.048781,230.4158302,238.5067869,239.2978826,243.6332143,249.9847245,267.2351079,272.5291667,163.7980362,124.3675662,133.3341722,144.3296137,147.0001829,129.7876092,122.549154,124.730041,121.3690579,112.8255093,120.8773539,138.6245475,165.7145926,199.5500317,251.5840752,335.3513204,393.6831564,358.2540523
Faeroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24926.48165,24976.35833,23224.09863,24912.63198,27020.40558,31320.81814,35145.52708,35867.50995,40642.29394,46904.18102,49650.38362,45205.93054,
Fiji,FJI,285.5721348,287.3577637,291.5648224,296.7947692,310.891524,317.0715803,316.1729491,333.30304,334.6400746,357.4440192,422.3924123,466.017459,583.3155425,768.6829565,987.9097723,1186.659675,1182.08611,1202.633387,1360.776469,1640.570108,1892.921507,1898.446153,1786.755449,1638.469936,1681.810725,1603.492081,1795.637814,1632.272447,1535.762464,1632.633968,1835.589152,1882.10986,2057.779811,2166.181831,2383.734576,2540.250346,2713.433737,2640.049167,2069.209214,2406.873235,2074.747318,2037.485389,2257.27088,2833.506969,3329.874928,3655.35718,3747.49705,4046.447152,4225.922674,3314.27073,3496.82182
Finland,FIN,1179.255308,1327.428712,1411.841651,1522.423243,1707.3324,1881.976341,2010.155971,2034.07599,1906.858414,2177.933979,2435.557488,2680.613707,3138.428646,4122.046044,5232.138986,6179.375775,6656.514167,6982.14543,7534.059811,9216.891024,11083.79805,10783.50326,10802.27736,10347.9791,10668.27302,11207.9725,14694.66361,18242.00817,21634.04635,23517.51655,27846.90307,24978.72887,21842.27483,17237.02832,19760.49987,25587.29269,25019.09927,23913.05834,25164.11256,25209.30964,23514.46063,24009.65282,25974.84503,31484.08717,36134.83067,37289.87702,39457.99231,46505.04618,50905.01049,44576.72697,44522.38347
France,FRA,1320.478773,1409.83186,1558.523336,1722.960597,1885.11222,2011.97118,2158.169514,2312.679034,2502.834808,2715.086315,2820.546814,3128.031971,3809.318646,4917.886738,5268.915503,6598.516622,6779.013881,7449.032604,9151.518748,11027.22587,12526.04972,10927.97246,10320.25192,9829.85842,9265.301549,9598.080083,13320.31861,16028.28878,17385.42741,17394.26635,21383.55934,21305.41684,23385.16131,21999.64604,23110.33845,26450.75559,26357.4602,23727.46645,24415.78818,24132.34799,21828.29318,21867.08989,23555.0748,28870.29438,32873.71999,33912.90273,35558.00293,40459.72694,44117.03743,40663.05024,39459.5474
French Polynesia,PYF,,,,,,1901.103712,2242.318382,2216.315332,2510.858002,2267.768549,2291.254773,2588.453691,2754.311004,3533.682148,4412.276824,5318.211096,5470.333122,5746.652375,7067.069325,8285.192568,9015.02021,8224.091099,8027.797909,8101.588827,8135.642498,8661.051228,12897.25255,13913.38134,14368.13172,13786.35681,16281.89917,16380.73843,17486.7192,17805.818,16647.23688,18454.17866,17961.85198,15877.10929,16473.11744,16259.08256,14507.54146,,,,,,,,,,
Gabon,GAB,291.2491493,343.2433256,372.0027655,312.2939832,432.9513884,447.9759346,483.7819773,530.6288633,573.473312,610.7957304,608.6173446,702.6583722,779.6094279,1279.346035,2664.243202,3623.546965,4922.41595,4474.759486,3703.960608,4567.883512,6268.630001,5494.612885,4995.76281,4543.316472,4627.419993,4207.476329,4156.612543,3884.773462,4399.023798,4652.936586,6406.920439,5630.223694,5641.551304,4277.979935,3969.713937,4560.569186,5092.103979,4638.398789,3806.110692,3863.726938,4102.603134,3730.977094,3821.295297,4595.795047,5340.195357,6321.99287,6832.264152,8127.672731,10020.48997,7411.183884,8642.803705
"Gambia, The",GMB,,,,,,,105.9181188,109.63016,94.48167054,101.1644663,114.0201714,117.9381578,121.3030545,149.1385307,183.796066,214.0501461,202.1487147,241.469552,291.4193113,340.3402229,382.7978646,335.1420245,318.7385312,302.7607005,241.265624,293.7290679,230.043975,260.912967,300.5433522,306.1277342,328.0258297,316.3822515,336.1032124,344.1750017,331.5444812,339.1503347,338.2797518,343.8983796,340.0333105,342.7286131,324.4929281,312.892097,268.693694,258.9698044,274.4273343,306.6031231,328.5176301,409.0437742,502.3618921,436.1471957,466.6319993
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611.410842,1310.472642,757.3839392,550.0153945,517.087113,569.0181411,670.4611048,774.6802109,805.27269,628.865658,691.9977052,733.9704138,779.3845906,922.0297396,1186.986535,1470.040763,1761.119081,2318.127261,2918.777397,2441.010496,2620.233836
Germany,DEU,,,,,,,,,,,2687.499466,3087.093429,3685.726822,4882.616929,5456.212081,6034.590684,6422.275862,7434.309366,9176.936941,10919.92199,11744.24032,9878.185872,9593.457211,9546.626951,9013.947954,9123.579336,13025.92729,16139.03503,17352.48066,17190.66962,21583.85141,22603.58709,25577.26626,24698.85104,26329.72473,30900.66892,29769.72276,26325.87664,26624.78478,26113.97852,23114.23326,22967.35109,24445.15393,29587.86772,33268.77921,33811.20504,35429.48441,40467.87444,44264.05617,40658.58227,40508.86816
Ghana,GHA,180.530018,187.0715862,192.4614375,208.1537547,227.3979782,262.9302974,266.1590802,212.7836788,200.489319,231.1019887,255.0308823,272.5850714,231.8054271,261.309796,298.6394501,283.200819,273.2808222,309.9438515,350.0968921,376.9785143,406.9712411,375.461433,347.1905094,336.9924097,354.0508032,349.9343024,431.8830776,372.090237,370.7844189,364.6967148,397.879979,433.7224411,409.5993724,370.414053,328.6359192,379.9187691,397.3519494,385.5462453,408.8382832,411.9440602,259.7110113,270.4302486,306.2273448,369.9094186,420.0714688,495.3993577,919.6123467,1084.538717,1226.216755,1098.425739,1283.45845
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,533.9892114,597.290877,630.6313338,701.5893907,784.9939188,888.9566188,981.6126221,1048.268849,1134.325654,1284.177769,1438.021295,1590.044266,1827.985572,2408.48744,2722.118034,3034.211868,3270.257689,3739.65788,4517.637509,5490.996973,5671.193627,5177.630654,5368.6438,4830.458173,4669.541649,4632.3856,5445.023809,6317.148154,7311.588097,7550.501402,9270.822735,9861.557774,10785.27285,10004.5114,10632.63447,12386.53165,13007.14158,12608.98787,12599.33417,12350.27014,11500.66671,11966.39909,13414.15895,17654.75892,20796.01846,21818.84789,23776.54819,27766.93737,30883.63106,28936.48087,26933.80817
