site, longitude, latitude, year, month, logSO2
AT02,16.766666666666666,47.766666666666666,1993,2,3.017224648892088
AT02,16.766666666666666,47.766666666666666,1993,3,2.3307351364103917
AT02,16.766666666666666,47.766666666666666,1993,4,1.9794140026119613
AT02,16.766666666666666,47.766666666666666,1993,5,1.1504137872313729
AT02,16.766666666666666,47.766666666666666,1993,6,1.0193886898777222
AT02,16.766666666666666,47.766666666666666,1993,7,.36707072012085273
AT02,16.766666666666666,47.766666666666666,1993,8,1.3598220407887758
AT02,16.766666666666666,47.766666666666666,1993,9,1.091419818086605
AT02,16.766666666666666,47.766666666666666,1993,10,1.520497403137453
AT02,16.766666666666666,47.766666666666666,1993,11,3.109440351168345
AT02,16.766666666666666,47.766666666666666,1993,12,2.4793495711214617
AT02,16.766666666666666,47.766666666666666,1994,1,1.2791266579263603
AT02,16.766666666666666,47.766666666666666,1994,2,2.4683113734383046
AT02,16.766666666666666,47.766666666666666,1994,3,1.3022331734934556
AT02,16.766666666666666,47.766666666666666,1994,4,1.0696982785034674
AT02,16.766666666666666,47.766666666666666,1994,5,.522655375519568
AT02,16.766666666666666,47.766666666666666,1994,6,.738837306477061
AT02,16.766666666666666,47.766666666666666,1994,7,.5472539803795422
AT02,16.766666666666666,47.766666666666666,1994,8,.017348638334613073
AT02,16.766666666666666,47.766666666666666,1994,9,.544357106974783
AT02,16.766666666666666,47.766666666666666,1994,10,1.553819488671088
AT02,16.766666666666666,47.766666666666666,1994,11,1.7111818963173844
AT02,16.766666666666666,47.766666666666666,1994,12,1.8275287201116586
AT02,16.766666666666666,47.766666666666666,1995,1,2.284573860192194
AT02,16.766666666666666,47.766666666666666,1995,2,1.2597385822317932
AT02,16.766666666666666,47.766666666666666,1995,3,1.4957091471057575
AT02,16.766666666666666,47.766666666666666,1995,4,.9323609120516496
AT02,16.766666666666666,47.766666666666666,1995,5,.9587753434803105
AT02,16.766666666666666,47.766666666666666,1995,6,.03295110013968598
AT02,16.766666666666666,47.766666666666666,1995,7,.7790954926963102
AT02,16.766666666666666,47.766666666666666,1995,8,.7234338731648177
AT02,16.766666666666666,47.766666666666666,1995,9,.6828442875640482
AT02,16.766666666666666,47.766666666666666,1995,10,
AT02,16.766666666666666,47.766666666666666,1995,11,
AT02,16.766666666666666,47.766666666666666,1995,12,
AT02,16.766666666666666,47.766666666666666,1996,1,
AT02,16.766666666666666,47.766666666666666,1996,2,
AT02,16.766666666666666,47.766666666666666,1996,3,
AT02,16.766666666666666,47.766666666666666,1996,4,
AT02,16.766666666666666,47.766666666666666,1996,5,
AT02,16.766666666666666,47.766666666666666,1996,6,
AT02,16.766666666666666,47.766666666666666,1996,7,
AT02,16.766666666666666,47.766666666666666,1996,8,
AT02,16.766666666666666,47.766666666666666,1996,9,
AT02,16.766666666666666,47.766666666666666,1996,10,
AT02,16.766666666666666,47.766666666666666,1996,11,
AT02,16.766666666666666,47.766666666666666,1996,12,
AT02,16.766666666666666,47.766666666666666,1997,1,
AT02,16.766666666666666,47.766666666666666,1997,2,
AT02,16.766666666666666,47.766666666666666,1997,3,
AT02,16.766666666666666,47.766666666666666,1997,4,
AT02,16.766666666666666,47.766666666666666,1997,5,
AT02,16.766666666666666,47.766666666666666,1997,6,
AT02,16.766666666666666,47.766666666666666,1997,7,
AT02,16.766666666666666,47.766666666666666,1997,8,
AT02,16.766666666666666,47.766666666666666,1997,9,
AT02,16.766666666666666,47.766666666666666,1997,10,
AT02,16.766666666666666,47.766666666666666,1997,11,
AT02,16.766666666666666,47.766666666666666,1997,12,
AT02,16.766666666666666,47.766666666666666,1998,1,
AT02,16.766666666666666,47.766666666666666,1998,2,
AT02,16.766666666666666,47.766666666666666,1998,3,
AT02,16.766666666666666,47.766666666666666,1998,4,
AT02,16.766666666666666,47.766666666666666,1998,5,
AT02,16.766666666666666,47.766666666666666,1998,6,
AT02,16.766666666666666,47.766666666666666,1998,7,
AT02,16.766666666666666,47.766666666666666,1998,8,
AT02,16.766666666666666,47.766666666666666,1998,9,
AT02,16.766666666666666,47.766666666666666,1998,10,
AT02,16.766666666666666,47.766666666666666,1998,11,
AT02,16.766666666666666,47.766666666666666,1998,12,
AT02,16.766666666666666,47.766666666666666,1999,1,
AT02,16.766666666666666,47.766666666666666,1999,2,
AT02,16.766666666666666,47.766666666666666,1999,3,1.196494914469977
AT02,16.766666666666666,47.766666666666666,1999,4,.7859542301461517
AT02,16.766666666666666,47.766666666666666,1999,5,.7306837840886713
AT02,16.766666666666666,47.766666666666666,1999,6,-.42235697577838255
AT02,16.766666666666666,47.766666666666666,1999,7,-.1905553617210583
AT02,16.766666666666666,47.766666666666666,1999,8,-.2287844312042955
AT02,16.766666666666666,47.766666666666666,1999,9,.17856450791624237
AT02,16.766666666666666,47.766666666666666,1999,10,.4124407218445896
AT02,16.766666666666666,47.766666666666666,1999,11,.9766329608803168
AT02,16.766666666666666,47.766666666666666,1999,12,.9679339650259935
AT02,16.766666666666666,47.766666666666666,2000,1,1.450090419199967
AT02,16.766666666666666,47.766666666666666,2000,2,.20007961171565813
AT02,16.766666666666666,47.766666666666666,2000,3,.19020705106794492
AT02,16.766666666666666,47.766666666666666,2000,4,.29750863326951654
AT02,16.766666666666666,47.766666666666666,2000,5,.29676569118482354
AT02,16.766666666666666,47.766666666666666,2000,6,.05211795426210677
AT02,16.766666666666666,47.766666666666666,2000,7,-.6723646413774169
AT02,16.766666666666666,47.766666666666666,2000,8,.09485553101267895
AT02,16.766666666666666,47.766666666666666,2000,9,.29825102380101526
AT02,16.766666666666666,47.766666666666666,2000,10,.19926061085087782
AT02,16.766666666666666,47.766666666666666,2000,11,.01439588028373234
AT02,16.766666666666666,47.766666666666666,2000,12,.6793017737378924
AT02,16.766666666666666,47.766666666666666,2001,1,1.20282214256854
AT02,16.766666666666666,47.766666666666666,2001,2,.4703160804277807
AT02,16.766666666666666,47.766666666666666,2001,3,.4864304669312691
AT02,16.766666666666666,47.766666666666666,2001,4,-.042385716496437964
AT02,16.766666666666666,47.766666666666666,2001,5,.2780104527550499
AT02,16.766666666666666,47.766666666666666,2001,6,-.5267856433447202
AT02,16.766666666666666,47.766666666666666,2001,7,-.42541274591786044
AT02,16.766666666666666,47.766666666666666,2001,8,-.15606918564988898
AT02,16.766666666666666,47.766666666666666,2001,9,-.49020633656325513
AT02,16.766666666666666,47.766666666666666,2001,10,-.08175250187225909
AT02,16.766666666666666,47.766666666666666,2001,11,.35592466254802824
AT02,16.766666666666666,47.766666666666666,2001,12,1.4118402680876294
AT04,13.2,47.65,1990,1,
AT04,13.2,47.65,1990,2,
AT04,13.2,47.65,1990,3,
AT04,13.2,47.65,1990,4,
AT04,13.2,47.65,1990,5,
AT04,13.2,47.65,1990,6,
AT04,13.2,47.65,1990,7,
AT04,13.2,47.65,1990,8,
AT04,13.2,47.65,1990,9,
AT04,13.2,47.65,1990,10,
AT04,13.2,47.65,1990,11,
AT04,13.2,47.65,1990,12,
AT04,13.2,47.65,1991,1,
AT04,13.2,47.65,1991,2,
AT04,13.2,47.65,1991,3,
AT04,13.2,47.65,1991,4,
AT04,13.2,47.65,1991,5,
AT04,13.2,47.65,1991,6,
AT04,13.2,47.65,1991,7,
AT04,13.2,47.65,1991,8,
AT04,13.2,47.65,1991,9,
AT04,13.2,47.65,1991,10,
AT04,13.2,47.65,1991,11,
AT04,13.2,47.65,1991,12,
AT04,13.2,47.65,1992,1,
AT04,13.2,47.65,1992,2,
AT04,13.2,47.65,1992,3,
AT04,13.2,47.65,1992,4,
AT04,13.2,47.65,1992,5,
AT04,13.2,47.65,1992,6,
AT04,13.2,47.65,1992,7,
AT04,13.2,47.65,1992,8,
AT04,13.2,47.65,1992,9,
AT04,13.2,47.65,1992,10,
AT04,13.2,47.65,1992,11,
AT04,13.2,47.65,1992,12,
AT04,13.2,47.65,1993,1,
AT04,13.2,47.65,1993,2,
AT04,13.2,47.65,1993,3,
AT04,13.2,47.65,1993,4,
AT04,13.2,47.65,1993,5,
AT04,13.2,47.65,1993,6,
AT04,13.2,47.65,1993,7,
AT04,13.2,47.65,1993,8,
AT04,13.2,47.65,1993,9,
AT04,13.2,47.65,1993,10,
AT04,13.2,47.65,1993,11,
AT04,13.2,47.65,1993,12,
AT04,13.2,47.65,1994,1,
AT04,13.2,47.65,1994,2,
AT04,13.2,47.65,1994,3,
AT04,13.2,47.65,1994,4,
AT04,13.2,47.65,1994,5,
AT04,13.2,47.65,1994,6,
AT04,13.2,47.65,1994,7,
AT04,13.2,47.65,1994,8,
AT04,13.2,47.65,1994,9,
AT04,13.2,47.65,1994,10,
AT04,13.2,47.65,1994,11,
AT04,13.2,47.65,1994,12,
AT04,13.2,47.65,1995,1,
AT04,13.2,47.65,1995,2,
AT04,13.2,47.65,1995,3,
AT04,13.2,47.65,1995,4,
AT04,13.2,47.65,1995,5,
AT04,13.2,47.65,1995,6,
AT04,13.2,47.65,1995,7,
AT04,13.2,47.65,1995,8,
AT04,13.2,47.65,1995,9,
AT04,13.2,47.65,1995,10,
AT04,13.2,47.65,1995,11,
AT04,13.2,47.65,1995,12,
AT04,13.2,47.65,1996,1,
AT04,13.2,47.65,1996,2,
AT04,13.2,47.65,1996,3,
AT04,13.2,47.65,1996,4,
AT04,13.2,47.65,1996,5,
AT04,13.2,47.65,1996,6,
AT04,13.2,47.65,1996,7,
AT04,13.2,47.65,1996,8,
AT04,13.2,47.65,1996,9,
AT04,13.2,47.65,1996,10,
AT04,13.2,47.65,1996,11,
AT04,13.2,47.65,1996,12,
AT04,13.2,47.65,1997,1,
AT04,13.2,47.65,1997,2,
AT04,13.2,47.65,1997,3,
AT04,13.2,47.65,1997,4,
AT04,13.2,47.65,1997,5,
AT04,13.2,47.65,1997,6,
AT04,13.2,47.65,1997,7,
AT04,13.2,47.65,1997,8,
AT04,13.2,47.65,1997,9,
AT04,13.2,47.65,1997,10,
AT04,13.2,47.65,1997,11,
AT04,13.2,47.65,1997,12,
AT04,13.2,47.65,1998,1,
AT04,13.2,47.65,1998,2,
AT04,13.2,47.65,1998,3,
AT04,13.2,47.65,1998,4,
AT04,13.2,47.65,1998,5,
AT04,13.2,47.65,1998,6,
AT04,13.2,47.65,1998,7,
AT04,13.2,47.65,1998,8,
AT04,13.2,47.65,1998,9,
AT04,13.2,47.65,1998,10,
AT04,13.2,47.65,1998,11,
AT04,13.2,47.65,1998,12,
AT04,13.2,47.65,1999,1,
AT04,13.2,47.65,1999,2,
AT04,13.2,47.65,1999,3,
AT04,13.2,47.65,1999,4,-.8879462588650127
AT04,13.2,47.65,1999,5,-1.9071703207393829
AT04,13.2,47.65,1999,6,
AT04,13.2,47.65,1999,7,-1.2224762758904957
AT04,13.2,47.65,1999,8,-1.458865053954726
AT04,13.2,47.65,1999,9,-.5789260364699225
AT04,13.2,47.65,1999,10,-.7412875558878803
AT04,13.2,47.65,1999,11,-.38345902784554975
AT04,13.2,47.65,1999,12,-.6171124942839478
AT04,13.2,47.65,2000,1,-.3167676533468776
AT04,13.2,47.65,2000,2,-.609725572420873
AT04,13.2,47.65,2000,3,-.7951799061250969
AT04,13.2,47.65,2000,4,-1.23271527319159
AT04,13.2,47.65,2000,5,-1.3803122894423432
AT04,13.2,47.65,2000,6,-.7582191773036601
AT04,13.2,47.65,2000,7,-1.1409980051645476
AT04,13.2,47.65,2000,8,-1.003756757655431
AT04,13.2,47.65,2000,9,-1.1631508098056809
AT04,13.2,47.65,2000,10,-1.2819343457956478
AT04,13.2,47.65,2000,11,-1.4003932854993923
AT04,13.2,47.65,2000,12,-1.6686572720940716
AT04,13.2,47.65,2001,1,-.9051035424835906
AT04,13.2,47.65,2001,2,-.7164158074992997
AT04,13.2,47.65,2001,3,-1.205640861426633
AT04,13.2,47.65,2001,4,-1.274752986386983
AT04,13.2,47.65,2001,5,-.7689488939762271
AT04,13.2,47.65,2001,6,-1.5118575840952364
AT04,13.2,47.65,2001,7,-1.003756757655431
AT04,13.2,47.65,2001,8,-1.7808195291897206
AT04,13.2,47.65,2001,9,-2.5194980945576195
AT04,13.2,47.65,2001,10,-1.23271527319159
AT04,13.2,47.65,2001,11,-.9026344054266694
AT04,13.2,47.65,2001,12,-.5612421096800069
AT05,12.972222222222221,46.67777777777778,1990,1,
AT05,12.972222222222221,46.67777777777778,1990,2,
AT05,12.972222222222221,46.67777777777778,1990,3,
AT05,12.972222222222221,46.67777777777778,1990,4,
AT05,12.972222222222221,46.67777777777778,1990,5,
AT05,12.972222222222221,46.67777777777778,1990,6,
AT05,12.972222222222221,46.67777777777778,1990,7,
AT05,12.972222222222221,46.67777777777778,1990,8,
AT05,12.972222222222221,46.67777777777778,1990,9,
AT05,12.972222222222221,46.67777777777778,1990,10,
AT05,12.972222222222221,46.67777777777778,1990,11,
AT05,12.972222222222221,46.67777777777778,1990,12,
AT05,12.972222222222221,46.67777777777778,1991,1,.5071187618346643
AT05,12.972222222222221,46.67777777777778,1991,2,2.1782116381542886
AT05,12.972222222222221,46.67777777777778,1991,3,1.5489445320051378
AT05,12.972222222222221,46.67777777777778,1991,4,-.4564952792209434
AT05,12.972222222222221,46.67777777777778,1991,5,.4417970373555547
AT05,12.972222222222221,46.67777777777778,1991,6,.5065163521778923
AT05,12.972222222222221,46.67777777777778,1991,7,.43986653482549676
AT05,12.972222222222221,46.67777777777778,1991,8,-.29638651308192737
AT05,12.972222222222221,46.67777777777778,1991,9,.3642958310700935
AT05,12.972222222222221,46.67777777777778,1991,10,1.2497584594750692
AT05,12.972222222222221,46.67777777777778,1991,11,.9833884754066493
AT05,12.972222222222221,46.67777777777778,1991,12,.8235173317218003
AT05,12.972222222222221,46.67777777777778,1992,1,.9686934106672035
AT05,12.972222222222221,46.67777777777778,1992,2,.9429326628205762
AT05,12.972222222222221,46.67777777777778,1992,3,1.7079248591487544
AT05,12.972222222222221,46.67777777777778,1992,4,.9908414631384515
AT05,12.972222222222221,46.67777777777778,1992,5,1.0558787460812087
AT05,12.972222222222221,46.67777777777778,1992,6,-.5284805590047116
AT05,12.972222222222221,46.67777777777778,1992,7,-.026857454169882757
AT05,12.972222222222221,46.67777777777778,1992,8,-.15140445415923318
AT05,12.972222222222221,46.67777777777778,1992,9,.995286738100653
AT05,12.972222222222221,46.67777777777778,1992,10,1.5624511212097636
AT05,12.972222222222221,46.67777777777778,1992,11,1.2554735771883392
AT05,12.972222222222221,46.67777777777778,1992,12,.259668325996582
AT05,12.972222222222221,46.67777777777778,1993,1,1.0365595642650998
AT05,12.972222222222221,46.67777777777778,1993,2,.8469406537393619
AT05,12.972222222222221,46.67777777777778,1993,3,1.077899247070568
AT05,12.972222222222221,46.67777777777778,1993,4,.37328620974392934
AT05,12.972222222222221,46.67777777777778,1993,5,.04258044753511848
AT05,12.972222222222221,46.67777777777778,1993,6,.2772528769612418
AT05,12.972222222222221,46.67777777777778,1993,7,.17269200781811164
AT05,12.972222222222221,46.67777777777778,1993,8,.4596375869965575
AT05,12.972222222222221,46.67777777777778,1993,9,.27573600143338045
AT05,12.972222222222221,46.67777777777778,1993,10,.346068898151508
AT05,12.972222222222221,46.67777777777778,1993,11,1.183719075298668
AT05,12.972222222222221,46.67777777777778,1993,12,.5908375617353755
AT05,12.972222222222221,46.67777777777778,1994,1,.3188173013824923
AT05,12.972222222222221,46.67777777777778,1994,2,1.1946797574143433
AT05,12.972222222222221,46.67777777777778,1994,3,.5535977156098597
AT05,12.972222222222221,46.67777777777778,1994,4,.3691468454340528
AT05,12.972222222222221,46.67777777777778,1994,5,.46404843220706177
AT05,12.972222222222221,46.67777777777778,1994,6,.1119885019480473
AT05,12.972222222222221,46.67777777777778,1994,7,.04353830201448341
AT05,12.972222222222221,46.67777777777778,1994,8,.3217211146752037
AT05,12.972222222222221,46.67777777777778,1994,9,-.21753431254969915
AT05,12.972222222222221,46.67777777777778,1994,10,.9132862228538564
AT05,12.972222222222221,46.67777777777778,1994,11,.4790253112161929
AT05,12.972222222222221,46.67777777777778,1994,12,.8115966607594893
AT05,12.972222222222221,46.67777777777778,1995,1,.5604725636554044
AT05,12.972222222222221,46.67777777777778,1995,2,.6499786851585666
AT05,12.972222222222221,46.67777777777778,1995,3,.5167082869241463
AT05,12.972222222222221,46.67777777777778,1995,4,.4956104579595103
AT05,12.972222222222221,46.67777777777778,1995,5,.1297116065216573
AT05,12.972222222222221,46.67777777777778,1995,6,-.2568296089690163
AT05,12.972222222222221,46.67777777777778,1995,7,-.012578782206860185
AT05,12.972222222222221,46.67777777777778,1995,8,-.09376137981447444
AT05,12.972222222222221,46.67777777777778,1995,9,.04353830201448341
AT05,12.972222222222221,46.67777777777778,1995,10,.3917041928581273
AT05,12.972222222222221,46.67777777777778,1995,11,.16509061986559267
AT05,12.972222222222221,46.67777777777778,1995,12,1.0362048285394927
AT05,12.972222222222221,46.67777777777778,1996,1,1.404993438552375
AT05,12.972222222222221,46.67777777777778,1996,2,1.3735889886223367
AT05,12.972222222222221,46.67777777777778,1996,3,1.452901054613873
AT05,12.972222222222221,46.67777777777778,1996,4,.7092665624398287
AT05,12.972222222222221,46.67777777777778,1996,5,.2550297401765315
AT05,12.972222222222221,46.67777777777778,1996,6,.9667937140472619
AT05,12.972222222222221,46.67777777777778,1996,7,-.5951134402885799
AT05,12.972222222222221,46.67777777777778,1996,8,.15143270376020934
AT05,12.972222222222221,46.67777777777778,1996,9,-1.0064889997923039
AT05,12.972222222222221,46.67777777777778,1996,10,-.8175772589381224
AT05,12.972222222222221,46.67777777777778,1996,11,-.7907600094269457
AT05,12.972222222222221,46.67777777777778,1996,12,-1.07734015339257
AT05,12.972222222222221,46.67777777777778,1997,1,-1.1041274693562197
AT05,12.972222222222221,46.67777777777778,1997,2,-.06774365208651953
AT05,12.972222222222221,46.67777777777778,1997,3,-.19419172936444215
AT05,12.972222222222221,46.67777777777778,1997,4,.14971227322832675
AT05,12.972222222222221,46.67777777777778,1997,5,-.8830977645183911
AT05,12.972222222222221,46.67777777777778,1997,6,-.4012241138509099
AT05,12.972222222222221,46.67777777777778,1997,7,-.9902064148243233
AT05,12.972222222222221,46.67777777777778,1997,8,-.7732732250392301
AT05,12.972222222222221,46.67777777777778,1997,9,-.42235697577838255
AT05,12.972222222222221,46.67777777777778,1997,10,-.20887089202749115
AT05,12.972222222222221,46.67777777777778,1997,11,-1.6793240398982667
AT05,12.972222222222221,46.67777777777778,1997,12,-.7205183773560774
AT05,12.972222222222221,46.67777777777778,1998,1,-.8221175618569053
AT05,12.972222222222221,46.67777777777778,1998,2,.307852279241164
AT05,12.972222222222221,46.67777777777778,1998,3,.5530226724657791
AT05,12.972222222222221,46.67777777777778,1998,4,.03101405352916954
AT05,12.972222222222221,46.67777777777778,1998,5,-.039260713953302724
AT05,12.972222222222221,46.67777777777778,1998,6,-.8335593342766904
AT05,12.972222222222221,46.67777777777778,1998,7,-.696151689580244
AT05,12.972222222222221,46.67777777777778,1998,8,-.7391911190613522
AT05,12.972222222222221,46.67777777777778,1998,9,-.8335593342766904
AT05,12.972222222222221,46.67777777777778,1998,10,-.6301723813985569
AT05,12.972222222222221,46.67777777777778,1998,11,-.16075577887939418
AT05,12.972222222222221,46.67777777777778,1998,12,.07927318089450788
AT05,12.972222222222221,46.67777777777778,1999,1,-.38639804539093864
AT05,12.972222222222221,46.67777777777778,1999,2,.7018591211619668
AT05,12.972222222222221,46.67777777777778,1999,3,.40112235867402746
AT05,12.972222222222221,46.67777777777778,1999,4,-.5133287539841094
AT05,12.972222222222221,46.67777777777778,1999,5,-.4580750583804618
AT05,12.972222222222221,46.67777777777778,1999,6,-1.0598724603521792
AT05,12.972222222222221,46.67777777777778,1999,7,-1.0598724603521792
AT05,12.972222222222221,46.67777777777778,1999,8,-.680230955293399
AT05,12.972222222222221,46.67777777777778,1999,9,-1.0230411018210357
AT05,12.972222222222221,46.67777777777778,1999,10,-.17019537699611417
AT05,12.972222222222221,46.67777777777778,1999,11,-.29235966200289204
AT05,12.972222222222221,46.67777777777778,1999,12,.0358496528936972
AT05,12.972222222222221,46.67777777777778,2000,1,-.20518085094003738
AT05,12.972222222222221,46.67777777777778,2000,2,.03777736433402992
AT05,12.972222222222221,46.67777777777778,2000,3,-.3389753668393316
AT05,12.972222222222221,46.67777777777778,2000,4,-1.4718522494815371
AT05,12.972222222222221,46.67777777777778,2000,5,-1.429201862131167
AT05,12.972222222222221,46.67777777777778,2000,6,-1.454573201873185
AT05,12.972222222222221,46.67777777777778,2000,7,-1.627092847672821
AT05,12.972222222222221,46.67777777777778,2000,8,-.9377697635512792
AT05,12.972222222222221,46.67777777777778,2000,9,-1.4418070710501494
AT05,12.972222222222221,46.67777777777778,2000,10,-1.6321948995567166
AT05,12.972222222222221,46.67777777777778,2000,11,-1.4208858058895097
AT05,12.972222222222221,46.67777777777778,2000,12,-1.182537523605871
AT05,12.972222222222221,46.67777777777778,2001,1,-1.1472774606493907
AT05,12.972222222222221,46.67777777777778,2001,2,-.6606799904224439
AT05,12.972222222222221,46.67777777777778,2001,3,-1.0981124136264586
AT05,12.972222222222221,46.67777777777778,2001,4,-.9377697635512792
AT05,12.972222222222221,46.67777777777778,2001,5,-1.4126383364594925
AT05,12.972222222222221,46.67777777777778,2001,6,-1.5209692644464923
AT05,12.972222222222221,46.67777777777778,2001,7,-2.3279029009783354
AT05,12.972222222222221,46.67777777777778,2001,8,-1.2891676503891678
AT05,12.972222222222221,46.67777777777778,2001,9,-2.1937306880819634
AT05,12.972222222222221,46.67777777777778,2001,10,-1.6424777665123005
AT05,12.972222222222221,46.67777777777778,2001,11,-.7518361769086249
AT05,12.972222222222221,46.67777777777778,2001,12,-.930136138696208
BA06,18.033333333333335,43.766666666666666,1990,1,1.680175926939442
BA06,18.033333333333335,43.766666666666666,1990,2,1.1570384171367218
BA06,18.033333333333335,43.766666666666666,1990,3,1.1386339630175957
BA06,18.033333333333335,43.766666666666666,1990,4,1.3554484809487892
BA06,18.033333333333335,43.766666666666666,1990,5,1.449151782500758
BA06,18.033333333333335,43.766666666666666,1990,6,2.0352937101899986
BA06,18.033333333333335,43.766666666666666,1990,7,1.887599811501722
BA06,18.033333333333335,43.766666666666666,1990,8,1.5901531510222333
BA06,18.033333333333335,43.766666666666666,1990,9,1.0418655547822213
BA06,18.033333333333335,43.766666666666666,1990,10,1.4880609262675006
BA06,18.033333333333335,43.766666666666666,1990,11,1.5391227385190747
BA06,18.033333333333335,43.766666666666666,1990,12,1.8145804126387575
BA06,18.033333333333335,43.766666666666666,1991,1,2.1915976648044175
BA06,18.033333333333335,43.766666666666666,1991,2,2.2621276153627696
BA06,18.033333333333335,43.766666666666666,1991,3,1.9286913237231993
BA06,18.033333333333335,43.766666666666666,1991,4,1.6355928699109517
BA06,18.033333333333335,43.766666666666666,1991,5,1.666101759551642
BA06,18.033333333333335,43.766666666666666,1991,6,1.1383136555196618
BA06,18.033333333333335,43.766666666666666,1991,7,1.0063142345217435
BA06,18.033333333333335,43.766666666666666,1991,8,1.8027818325097906
BA06,18.033333333333335,43.766666666666666,1991,9,1.3221557600036464
BA06,18.033333333333335,43.766666666666666,1991,10,1.439716637615884
BA06,18.033333333333335,43.766666666666666,1991,11,1.3753597960671111
BA06,18.033333333333335,43.766666666666666,1991,12,1.7945056948960803
BA06,18.033333333333335,43.766666666666666,1992,1,2.294401700186026
BA06,18.033333333333335,43.766666666666666,1992,2,1.9639605418046902
BA06,18.033333333333335,43.766666666666666,1992,3,1.774189348034591
BA06,18.033333333333335,43.766666666666666,1992,4,
BA06,18.033333333333335,43.766666666666666,1992,5,
BA06,18.033333333333335,43.766666666666666,1992,6,
BA06,18.033333333333335,43.766666666666666,1992,7,
BA06,18.033333333333335,43.766666666666666,1992,8,
BA06,18.033333333333335,43.766666666666666,1992,9,
BA06,18.033333333333335,43.766666666666666,1992,10,
BA06,18.033333333333335,43.766666666666666,1992,11,
BA06,18.033333333333335,43.766666666666666,1992,12,
BA06,18.033333333333335,43.766666666666666,1993,1,
BA06,18.033333333333335,43.766666666666666,1993,2,
BA06,18.033333333333335,43.766666666666666,1993,3,
BA06,18.033333333333335,43.766666666666666,1993,4,
BA06,18.033333333333335,43.766666666666666,1993,5,
BA06,18.033333333333335,43.766666666666666,1993,6,
BA06,18.033333333333335,43.766666666666666,1993,7,
BA06,18.033333333333335,43.766666666666666,1993,8,
BA06,18.033333333333335,43.766666666666666,1993,9,
BA06,18.033333333333335,43.766666666666666,1993,10,
BA06,18.033333333333335,43.766666666666666,1993,11,
BA06,18.033333333333335,43.766666666666666,1993,12,
BA06,18.033333333333335,43.766666666666666,1994,1,
BA06,18.033333333333335,43.766666666666666,1994,2,
BA06,18.033333333333335,43.766666666666666,1994,3,
BA06,18.033333333333335,43.766666666666666,1994,4,
BA06,18.033333333333335,43.766666666666666,1994,5,
BA06,18.033333333333335,43.766666666666666,1994,6,
BA06,18.033333333333335,43.766666666666666,1994,7,
BA06,18.033333333333335,43.766666666666666,1994,8,
BA06,18.033333333333335,43.766666666666666,1994,9,
BA06,18.033333333333335,43.766666666666666,1994,10,
BA06,18.033333333333335,43.766666666666666,1994,11,
BA06,18.033333333333335,43.766666666666666,1994,12,
BA06,18.033333333333335,43.766666666666666,1995,1,
BA06,18.033333333333335,43.766666666666666,1995,2,
