Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Greenland,GRL,6.877046154,8.697922849,7.537371429,9.059340659,8.380425532,8.786122449,9.589728395,9.968878282,12.49474654,9.057995546,8.212413793,9.936271186,11.4547412,11.36587755,11.25107071,10.19419355,4.42334004,14.61149798,7.968455285,11.52387097,11.24015936,10.34541176,10.03153398,6.962303263,10.77647059,9.573233083,6.095252336,4.334491682,9.962335766,8.547124774,10.01669065,9.902702703,8.745895118,9.093623188,9.110486486,9.061505376,9.241932021,9.356285714,9.470231729,9.666167558,9.453380783,9.55826087,9.516042403,9.42383511,7.532471184,9.395696847,8.325219291,9.199681726
Grenada,GRD,0.244690797,0.200782526,0.277551727,0.15702072,0.233748006,0.232484851,0.309009256,0.38594015,0.424941484,0.503248846,0.465797252,0.505969832,0.507284655,0.587254776,0.393521502,0.515453208,0.521217692,0.52845763,0.576288324,0.538166041,0.535576145,0.647750376,0.669655432,0.649489588,0.633271993,0.660682802,0.732345946,0.811795037,1.047092204,1.135713179,1.256881497,1.254690354,1.320523514,1.454974952,1.660205613,1.719277578,1.746373142,2.030740605,1.882334344,2.024429228,2.021079175,2.160993208,2.120328776,2.151181565,2.10996047,2.282554948,2.346962742,2.339447411
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,0.323323449,0.329226165,0.314559652,0.336993613,0.381731211,0.414636625,0.355705472,0.394418985,0.414519945,0.429790345,0.421707047,0.435930059,0.470708329,0.496575669,0.505295709,0.565346397,0.518068152,0.582260741,0.615407472,0.682923832,0.640478966,0.549706334,0.490143621,0.419164162,0.44017305,0.442645476,0.453986282,0.478823548,0.483507094,0.486492753,0.569527445,0.552945279,0.643396507,0.591093108,0.698116238,0.714825112,0.648664623,0.724304454,0.815615256,0.812974734,0.881673663,0.922314497,0.94609118,0.881280574,0.909150065,0.955388603,0.942499615,0.967094603
Guinea,GIN,0.115898413,0.171325558,0.180894946,0.188105748,0.186145732,0.182117694,0.184567921,0.183052033,0.185251065,0.182318659,0.19053686,0.193858922,0.19670892,0.188699381,0.19645464,0.196581976,0.206201045,0.20901598,0.208188165,0.216858697,0.218667791,0.220959972,0.214872062,0.203555599,0.203833356,0.2016702,0.19751313,0.192054343,0.193016909,0.189639905,0.183219912,0.17646091,0.166019143,0.160497706,0.169312391,0.165153363,0.162881266,0.160199345,0.153106075,0.154557096,0.153243232,0.153093024,0.153714566,0.153365857,0.150857866,0.15034583,0.147723616,0.148145129
Guinea-Bissau,GNB,0.030878712,0.049205563,0.067471106,0.079622349,0.097985271,0.110343904,0.110594627,0.0800943,0.104836361,0.098286722,0.115465504,0.119378282,0.104870486,0.169707412,0.153201047,0.163639062,0.132087297,0.136669975,0.131406738,0.135834339,0.175602766,0.166906697,0.163446075,0.160529887,0.178025133,0.186799061,0.195024117,0.202771675,0.221309948,0.231638101,0.248664545,0.247226081,0.245687966,0.257654055,0.252459875,0.250693092,0.248967687,0.262917311,0.181114877,0.201731939,0.15947705,0.156425835,0.161957184,0.189498743,0.191286785,0.19288511,0.196919796,0.200669714
Guyana,GUY,1.17732745,1.278887513,1.145863269,1.013382766,1.039817603,1.681975245,1.793334701,1.957459025,1.919326722,1.929575476,2.191065269,2.053417667,2.121249268,2.436163628,2.088324607,2.436765584,2.319190014,2.489179403,2.670977299,1.962651081,2.301626041,2.319558426,1.818890218,1.627521119,1.850117139,1.886508895,1.401636209,1.771009316,1.914984321,1.640416015,1.571879255,1.549778284,1.453214762,1.455675126,1.83565113,2.033377336,2.095897063,2.194153284,2.262229998,2.254010958,2.15411519,2.062886308,2.095101564,2.022574485,1.941014571,1.998362446,2.012377041,2.007689969
Haiti,HTI,0.07389576,0.075234404,0.075572412,0.060689869,0.071735483,0.071174604,0.069765964,0.0584995,0.058165334,0.068155425,0.081687703,0.084068986,0.080376493,0.084920504,0.093613136,0.094074022,0.128698078,0.132405335,0.138511894,0.135637275,0.132057811,0.131597344,0.138370438,0.146509106,0.146005671,0.147243093,0.128837988,0.136450967,0.149641346,0.148610148,0.139362967,0.137018477,0.122415003,0.087570314,0.038894506,0.119535354,0.135941881,0.17364072,0.147574876,0.156559853,0.158081359,0.178367187,0.204210469,0.190963725,0.215561369,0.221864328,0.223416143,0.249390407
Honduras,HND,0.307848344,0.35645163,0.327617621,0.321932056,0.316642452,0.319699675,0.333490409,0.352643794,0.480061635,0.449421612,0.516573122,0.481351167,0.540262929,0.516247292,0.517162303,0.537321495,0.555458484,0.606090462,0.601248364,0.549224401,0.566622928,0.486649143,0.456731052,0.502891847,0.484313078,0.450861006,0.424104753,0.484432297,0.541875106,0.57352272,0.529818619,0.536460757,0.59513453,0.536771574,0.612833921,0.695326128,0.693428054,0.712004081,0.779128923,0.777902204,0.808440966,0.89936464,0.939541569,1.02336195,1.091626319,1.106777592,1.011836098,1.232965382
"Hong Kong SAR, China",HKG,0.960196124,1.064006818,1.114098996,1.241362215,1.204396507,1.335085467,1.422236425,1.625907382,1.63028585,2.006528119,2.120288962,2.262544681,2.249793384,2.189796303,2.461715657,2.467796306,2.766247012,3.10229378,3.372371505,3.219759417,3.288344295,3.602926265,3.739514104,3.928529681,4.136500491,4.214519996,4.647813778,5.053115106,5.234657758,5.332781823,4.844868437,5.018890125,5.758300836,5.948334181,5.203324386,5.132254512,4.559290187,4.750727505,5.990668276,6.466143344,6.083944186,5.650733509,5.474730209,5.947712605,5.657905211,5.946766864,5.618015779,5.765354972
Hungary,HUN,4.540731462,4.879487885,5.020794275,5.572794768,6.158661399,6.032085098,6.056302405,5.749369327,5.953286048,6.053441522,6.766543485,6.678625374,6.674444487,6.995866616,7.071159584,7.15231447,7.55014449,7.815752562,8.255929542,8.053744625,8.105474727,8.088452158,8.124993623,8.358287147,8.548457188,8.132496891,7.923603438,8.045375981,7.488670813,7.3116072,6.110558832,6.268084138,5.73097326,5.858850022,5.692235836,5.949896432,6.228407491,6.146612706,5.938234094,5.882425155,5.596667349,5.5976511,5.599907389,5.904618092,5.74805034,5.842311515,5.734998913,5.61126039
Iceland,ISL,6.890896487,6.099843575,6.583120879,7.050724324,6.884463158,7.195793814,7.588385787,7.254351759,7.929552239,6.226995074,6.807137255,7.150135922,7.100095694,8.261283019,8.094883721,7.412036697,7.744363636,8.582342342,8.5875,8.787115044,8.179719298,7.58178355,6.826940171,6.524084388,7.588619247,6.750273859,7.388312757,7.342894309,7.609507803,7.670185991,8.124646782,7.839255814,7.240995787,7.541895375,7.548390977,7.232298507,8.182933333,7.732117647,7.662306569,7.446832432,7.693096085,7.366568421,7.531555556,7.479333105,7.639762526,7.421003323,7.35738128,7.502846909
India,IND,0.277069309,0.293147736,0.315343347,0.330997229,0.316187411,0.340299891,0.344018927,0.336979032,0.358056375,0.356159387,0.356089231,0.367147162,0.379793323,0.382381916,0.38656849,0.410777679,0.419943002,0.491210466,0.483719637,0.493539648,0.506736448,0.532874859,0.55411946,0.588453597,0.595915609,0.640483024,0.672000205,0.702535804,0.742777739,0.795646511,0.812242053,0.850805045,0.886921738,0.904709516,0.943788192,0.986176421,1.055488624,1.080438564,1.09046422,1.144580047,1.167108515,1.165025843,1.168929941,1.203369461,1.24614955,1.288137265,1.354388717,1.432308948
Indonesia,IDN,0.232599848,0.275969172,0.237900299,0.229901423,0.220369442,0.236874648,0.218797835,0.223892488,0.2451007,0.289171912,0.302408667,0.320871516,0.347808213,0.384560976,0.391393162,0.402065931,0.449551981,0.585456397,0.651663969,0.644614241,0.627947516,0.648700163,0.6676136,0.650380248,0.680558854,0.720598775,0.709392153,0.705346826,0.741849323,0.722192559,0.810669163,0.958025647,1.062452147,1.128646431,1.125930427,1.127165025,1.251296238,1.357779748,1.010582759,1.127205153,1.208596562,1.335914809,1.384574355,1.378546766,1.484839317,1.499381995,1.489863973,1.70702722
"Iran, Islamic Rep.",IRN,1.698333246,1.617578344,1.615936229,1.737383561,1.94691393,2.143408859,2.490326209,2.566773761,3.030041262,2.975285898,3.207884332,3.460109816,3.52037853,4.186052263,4.523229668,4.25492367,4.640065617,4.708368698,4.512793971,4.404300999,3.134435096,2.821523643,3.323447508,3.472984252,3.364296835,3.458233678,3.076154823,3.18886472,3.39967064,3.577760075,4.136997342,4.165291896,4.332905344,3.960808032,5.04180672,4.76404319,4.709495771,4.686884135,5.0039955,4.922532387,5.187510532,5.380393236,5.577864114,5.867206687,6.14191654,6.117805386,6.822999026,6.937470332
Iraq,IRQ,1.119070906,1.150979205,1.160968472,1.174626568,1.102170784,2.274907466,3.160328547,2.029694287,2.103257427,2.332863772,2.383735033,2.784199098,2.759578914,2.771072904,2.709516707,2.811514672,4.010803606,3.482070926,3.267457289,3.965927443,3.304844723,2.270392262,2.108834272,2.599937153,2.628375105,2.845638565,2.952721772,3.174384676,3.95838736,4.14392026,2.886217142,2.532953476,3.203872169,3.375335949,3.68800253,3.723531814,3.223102213,3.073545768,3.159438684,3.063536989,3.063224037,3.476562357,3.449866255,3.142302479,3.392511526,3.508345871,3.644038358,3.415385332
Ireland,IRL,3.94197171,4.384317956,4.632435336,4.719489123,4.965078212,4.771098748,5.235556172,5.655194483,6.112955716,6.322466165,6.575327458,7.548233714,7.286804233,7.432924178,7.453495519,6.935881649,6.901214374,7.196982885,7.106877489,8.125420428,7.713684211,7.552543712,7.330105747,7.326954338,7.226251063,7.548461017,8.277887602,8.511801522,8.448359815,8.441972931,8.648411204,9.383173838,8.798927052,8.773117054,9.14794298,9.107101144,9.615518308,9.953370162,10.26260593,10.66475053,10.73632901,11.31541913,11.04899125,10.71277744,10.61051303,10.38184155,10.11045454,10.16382954
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,3.057348559,3.233039817,3.461065853,3.448379992,3.693608081,5.046398751,5.167786991,4.929381421,4.922805565,5.146410845,5.569920646,5.290056696,5.374952986,5.8860964,5.753684335,5.682116353,5.54629833,5.501577636,5.734308943,5.547292129,5.448759154,5.357997978,5.969111387,5.826697199,5.704352008,5.870363336,6.188486625,6.262932479,6.759675822,7.023072156,7.190403433,6.928210143,8.093985555,8.574637521,8.720577885,9.772869252,9.549444835,10.85513365,10.50538938,10.13955918,9.960207346,10.20275198,9.603360731,9.726740512,9.274348656,8.537049682,9.317781023,9.28744725
Italy,ITA,2.17666257,2.462556593,2.876110377,3.212469835,3.402290779,3.638547743,4.076103201,4.427815278,4.682756631,5.039180545,5.508866412,5.757549728,6.044410805,6.466189403,6.516163815,6.169274292,6.586953731,6.360188008,6.641069326,6.874342697,6.88683191,6.684909702,6.532591115,6.383368927,6.492903052,6.570248052,6.469618206,6.772852408,6.877416447,7.314422925,7.488270527,7.657658101,7.63782079,7.431184027,7.242575968,7.696732617,7.526874653,7.589234961,7.753888628,7.672369287,7.849516792,7.851074908,7.867509439,8.075223927,8.028511619,7.983870882,7.886537667,7.680879094
Jamaica,JAM,0.901940635,1.288676319,1.261741665,1.403766285,2.342323148,1.698763636,1.97262693,2.142878684,2.127632881,2.313662913,2.670073836,3.032669431,3.264015545,4.238902641,3.824791658,4.064437158,3.571010176,3.613473569,4.380299554,4.053812677,3.959456165,3.426262776,2.824482524,2.876194216,2.254744506,2.181499719,1.946666667,2.288246405,1.920319131,2.831041307,3.329794142,3.394394629,3.338822286,3.444817102,3.506117397,3.909251613,4.059719073,4.191652777,3.801888237,3.79310894,3.981826518,4.076442872,3.932070593,4.080258979,3.999969675,3.832103833,4.559534377,5.21433291
Japan,JPN,2.514478721,2.979539808,3.057233158,3.356572491,3.670030135,3.909704358,4.202823529,4.859578933,5.562039085,6.333337572,7.362060856,7.539387949,7.954949136,9.169577069,8.76839549,8.220367626,8.445579945,8.775283701,8.603311041,8.83704814,8.561025638,8.2430034,7.946848483,7.836374278,8.26101978,8.013198403,7.992599875,7.878450795,8.600193585,8.79977829,9.327262666,9.349954632,9.495301612,9.34991392,9.867035507,9.917590032,10.06980161,10.05547752,9.712831833,9.436427319,9.685413037,9.606354497,9.703756632,9.851672591,9.889539249,9.715752405,9.666597702,9.810670189
Jordan,JOR,0.881270142,1.097410604,1.111139387,1.220854279,1.170686026,1.260312057,1.318721748,1.106294039,1.108163669,1.224294766,1.032625995,1.052280578,1.173066111,1.30304703,1.27464596,1.376530387,1.572009541,1.624361769,1.800177645,1.806420389,2.165472719,2.584075555,2.664439091,2.995775065,3.271504481,3.227479576,3.379586006,3.392354181,3.156906377,3.018963351,3.279106625,2.761694781,3.283171712,3.09560028,3.354663765,3.229036472,3.277657458,3.230871448,3.160791752,3.110153189,3.229818864,3.251590442,3.349090909,3.384446166,3.633524386,3.939231636,3.740098971,3.785658778
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.88444797,13.52840634,12.38414416,10.53355384,9.024113637,8.443803018,8.291303269,7.797068032,8.577530234,9.946680028,10.21751365,10.30853499,11.4579135,11.6912992,12.54053763,14.6735654
Kenya,KEN,0.299252045,0.287022743,0.304025902,0.320400952,0.307055559,0.259438895,0.273053715,0.265931299,0.268290135,0.287925845,0.273847931,0.315880467,0.320217456,0.312604482,0.380572111,0.368679018,0.3290693,0.347802024,0.352748651,0.321444696,0.380644716,0.385913385,0.267118273,0.255345291,0.227912085,0.191633437,0.203977879,0.244620288,0.218561173,0.228904552,0.248150641,0.199523864,0.221077831,0.245387178,0.24589047,0.275210277,0.330638098,0.285324539,0.337696307,0.333657823,0.333062123,0.291852654,0.241797403,0.261317123,0.304821461,0.307300247,0.340320016,0.299491058
Kiribati,KIR,,0.176558573,0.259726512,0.424610341,0.4166227,0.245357143,0.240918225,0.47330511,0.697653164,0.228600711,0.449570552,0.589228567,0.507246377,0.713162361,0.631559594,0.621016949,0.612319476,0.401413126,0.393966633,0.450561234,0.504509466,0.493871758,0.422520918,0.353910043,0.345868333,0.338215385,0.275700874,0.32373443,0.316885133,0.310283235,0.305992066,0.300479751,0.296028978,0.292235501,0.288549378,0.284589892,0.467162219,0.367719193,0.406684344,0.355193641,0.392524699,0.299801286,0.29430732,0.288906912,0.283723091,0.278818976,0.313383369,0.346958745
"Korea, Dem. Rep.",PRK,2.174003166,2.356154382,2.674409216,2.798264632,2.966216485,3.589269634,3.757117174,4.015981302,4.409256456,4.628406164,5.158537808,7.339645043,5.954707569,6.316715875,6.449002719,6.698070425,6.737475693,6.865141098,7.068627224,7.104390688,7.245603602,7.156634616,7.187726646,7.574610395,8.017115502,8.456549283,9.052017162,9.990962523,11.28390154,11.8052147,12.1447507,12.26120517,12.26696181,12.38704469,12.08255798,11.90288063,11.63727561,10.5255584,2.883872951,3.142830282,3.35910618,3.459490988,3.286871852,3.334355611,3.38429664,3.51248645,3.557609987,2.942816089
"Korea, Rep.",KOR,0.500191273,0.561732161,0.653053023,0.776945289,0.797508803,0.875738381,1.026425867,1.174743586,1.217069038,1.359660715,1.683422235,1.790082506,1.809109505,2.148417475,2.177063633,2.310290071,2.594818042,2.898335494,3.050211366,3.533386903,3.522818172,3.588681869,3.586948482,3.757367276,4.031887145,4.340932216,4.398775058,4.579757643,5.216715473,5.492974044,5.6337344,6.137970602,6.469628931,7.101702924,7.673274695,8.24820491,8.871185854,9.311889281,7.887965779,8.662357166,9.395937032,9.477409464,9.956705724,9.912988403,10.20381174,9.611511239,9.736300309,10.37868681
Kosovo,KSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,29.56564209,33.64370771,42.37088824,44.35671115,58.4243644,73.09006722,65.56512065,43.22013836,34.94450626,38.48564907,33.22276012,33.4291156,31.72155883,26.0250982,19.47095077,15.95639206,16.53930039,14.59471215,16.88325749,13.48888913,17.90538744,17.42663168,13.97099761,13.62861561,17.07552406,16.72487935,19.22392567,16.23093393,16.21566676,17.20904418,19.50565195,5.311075704,,,,32.66269962,30.65785814,37.0500473,35.92965442,35.50922482,36.60817009,33.54432451,30.88654837,34.41956831,37.11885854,39.66611514,36.68922333,35.16384306
Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.428427629,1.838048866,1.342121586,1.015405129,1.243887481,1.187988995,1.247302898,0.961078814,0.944456696,0.776459191,0.990627253,1.066782043,1.130250891,1.082067853,1.071233605,1.160485978
Lao PDR,LAO,0.0378447,0.05211119,0.059136702,0.06420737,0.073716306,0.075086363,0.095829761,0.127309615,0.065767673,0.121438574,0.212389459,0.152502174,0.171638955,0.177229563,0.098232011,0.083112661,0.072412991,0.073968897,0.073258929,0.070138728,0.057771162,0.04556415,0.046722318,0.05192113,0.051595911,0.055244953,0.055714714,0.054195557,0.052703274,0.057534202,0.055933407,0.058626066,0.062793912,0.061103972,0.064225998,0.065713585,0.108995183,0.143154215,0.174583687,0.172640837,0.199150658,0.221509982,0.240636018,0.242865138,0.246333237,0.247733621,0.259672568,0.258829262
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.058881459,4.473027069,4.255014129,3.742670378,3.734602971,3.361906939,3.267193361,2.773295397,2.568816189,2.87031454,2.803633875,3.009553003,3.052780179,3.067518883,3.260521655,3.435251527
Lebanon,LBN,1.334931874,1.346460415,1.392940879,1.43690265,1.518651797,1.497917784,1.584490701,1.52181634,1.540031757,1.764098934,1.583485034,2.101230688,2.197620254,2.684638813,2.649115605,2.324044973,2.194215749,1.990466844,2.043131695,2.20262042,2.209173424,2.260518312,2.159968625,2.564637719,2.453123803,2.789762955,2.684142214,2.758689923,2.651943262,2.770505148,3.083187603,3.136010807,3.624460958,3.58417736,3.783896715,3.929598085,3.895761029,4.346056959,4.386740359,4.495062239,4.099363792,4.258557213,4.142773537,4.805983401,4.208331979,4.326363013,3.665379771,3.227255402
Lesotho,LSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,0.147776893,0.141081794,0.215951373,0.296226407,0.393197609,0.44146153,0.472731093,0.460583543,0.647356467,0.907450483,1.007826061,1.029998696,0.989707308,0.945823887,1.069300094,0.895021686,0.86525535,0.838885646,0.833296812,1.044610542,1.06153955,0.974521489,0.291770313,0.334272769,0.321098101,0.326387096,0.328240034,0.346083726,0.373121031,0.308831157,0.227374573,0.136653987,0.140910797,0.158787269,0.156264798,0.159183344,0.156282146,0.150564009,0.152856836,0.150021966,0.153133682,0.170778309,0.167541476,0.174912063,0.202586654,0.231407691,0.227775568,0.193884902
Libya,LBY,0.51333873,0.853461679,0.722096808,0.97150805,0.424643219,0.625342268,1.555530029,10.51212075,16.42355767,18.57901387,16.20134804,10.39887648,7.014055987,6.437103571,3.952573533,4.692178427,6.959648564,7.490886827,7.585259742,8.89533892,8.776613777,8.950310748,9.090136305,8.562223813,7.713076792,8.154486946,8.5701861,7.987191033,8.733808869,8.776661337,9.294281016,9.601056563,8.988639836,9.263919312,8.989768953,9.750441936,8.841525378,10.34207514,9.540059743,9.191535244,9.503222308,9.572165646,9.477745863,9.577473777,9.605949055,9.705326906,9.611744533,9.511229604
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.982222703,4.746387184,4.741764899,4.457933921,4.360210818,4.281148603,4.552429817,3.874646276,3.481261516,3.644747984,3.719904182,3.78364573,3.937455885,4.189508608,4.27060513,4.522990457
Luxembourg,LUX,36.54691648,36.32968632,35.76572668,35.14288172,37.2617697,36.61799399,34.68105137,33.86357995,36.43311738,38.94555982,40.42476751,38.23304348,38.73401493,40.15129005,40.28964745,32.82862691,32.78208922,30.18722698,31.40138007,31.86218432,28.95855303,24.68389497,23.21702873,21.73746171,23.30271983,23.69825708,23.23342896,22.32703793,23.16378248,24.56898305,25.9363415,27.49420155,30.13042647,27.23975093,25.38906248,20.41707678,20.3533442,18.8594016,17.30629621,17.84016261,18.86166399,19.41851537,21.10490278,21.94522065,24.138993,24.33172384,23.91569005,22.57209584
"Macao SAR, China",MAC,0.299189268,0.397512691,0.526262291,0.563100828,0.649253996,0.637506887,0.692694668,0.725525399,0.710775239,0.687070948,0.81748242,0.894788462,0.907786692,0.883963566,1.067547935,1.195692375,1.028070903,1.262800287,1.70766534,1.703365739,2.142777078,2.120681385,1.853675363,2.508619071,2.131268905,2.473920529,2.83202463,3.009450249,2.868541456,2.954813269,2.872455235,2.955054629,2.870029586,3.081925165,3.272213235,3.117507392,3.493764945,3.645726797,3.747955969,3.609665042,3.783905693,3.82823981,3.391143386,3.341377629,3.670803847,3.813257442,3.305471479,3.07199595
"Macedonia, FYR",MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.567228896,5.314124103,5.353835508,5.516105046,5.945486785,5.358362153,6.331623506,5.853456314,6.000006968,5.946508934,5.402903195,5.572378994,5.518422421,5.508290283,5.319109134,5.50157672
Madagascar,MDG,0.078252984,0.067995658,0.073901884,0.084143531,0.086009986,0.096617131,0.097954719,0.139049168,0.146754754,0.133250796,0.148262569,0.152538053,0.186133162,0.151202889,0.162672378,0.225639311,0.128720014,0.10668982,0.124870069,0.133742982,0.187265274,0.116134765,0.111623976,0.071387774,0.100729083,0.110467932,0.116976376,0.128278673,0.124660943,0.088307993,0.087372464,0.092382588,0.08720368,0.086676254,0.103344116,0.099907786,0.104127245,0.121594665,0.120349762,0.129168532,0.159301528,0.13410733,0.103827365,0.113776105,0.109342177,0.121478028,0.109560875,0.118527379
Malawi,MWI,,,,,0.085037623,0.087574302,0.105208571,0.087689529,0.090582506,0.08651105,0.100266591,0.107536405,0.11340418,0.115025935,0.107090936,0.109190339,0.106288658,0.112436265,0.114345099,0.105290034,0.113914683,0.094328215,0.090381977,0.085332555,0.079933542,0.076624698,0.072218173,0.067164513,0.062933393,0.062340291,0.065227059,0.068816874,0.067741626,0.071232572,0.073488738,0.073774176,0.070583247,0.073499255,0.074575733,0.100638466,0.091691724,0.089301232,0.08515096,0.085378073,0.085483974,0.080866053,0.081080813,0.077651088
Malaysia,MYS,,,,,,,,,,,1.337388936,1.490111882,1.561683735,1.49018988,1.58264045,1.578056412,1.894767518,1.752435968,1.760148873,2.018457113,2.022372389,2.172237178,2.100566656,2.541998969,2.261212527,2.297023331,2.463122055,2.4386089,2.481924286,2.815128226,3.105490263,3.6634567,3.917737719,4.651865822,4.648943062,5.841128411,5.895964541,5.725909681,5.111146233,4.716092367,5.402523666,5.70027425,5.507510548,6.390021717,6.561149973,7.022742204,6.968498309,7.18330398
Maldives,MDV,,,,,,,,,,,,0.03071043,0.029724336,0.028739284,0.027809825,0.053923985,0.078597936,0.101989548,0.148919884,0.193004635,0.280719676,0.294149977,0.284017459,0.295040291,0.325258824,0.353213368,0.417063769,0.403245655,0.461277733,0.584679936,0.701167336,0.762964702,1.090871434,0.909808675,0.903739271,1.104892406,1.255189794,1.414660891,1.263606287,1.732419955,1.823712834,2.07079423,2.440364762,2.083379555,2.581274829,2.295894865,2.900176675,2.957379447
Mali,MLI,0.023040174,0.022063376,0.025872413,0.032266788,0.031847998,0.035348863,0.033569075,0.038817719,0.033854606,0.027158288,0.033397293,0.03700752,0.039283731,0.042023894,0.046905023,0.051595796,0.050663596,0.060455548,0.056737434,0.060325505,0.054108439,0.053512704,0.048514778,0.054159073,0.055426437,0.050776402,0.046818436,0.043478477,0.045916579,0.049063722,0.048583698,0.049204174,0.048846546,0.048784919,0.04826985,0.047736935,0.048283357,0.050519229,0.048452349,0.049099499,0.048008539,0.046902532,0.046098084,0.043505935,0.044178229,0.043100511,0.041780955,0.041289554
Malta,MLT,1.035720365,0.907007025,1.030458782,1.287143122,1.562136351,1.47705,1.28809864,1.611094046,1.965927088,2.004691811,2.034306748,2.03768884,2.603461286,2.500397046,2.29386454,2.033073171,2.281685013,2.339590778,2.647722945,2.510251722,2.808395604,3.13921915,3.627072752,2.792332383,3.886703958,3.482930233,4.270273381,5.282005698,5.682305085,6.075876751,6.0456,6.052973021,6.156891948,7.205669511,7.103001641,7.124444444,7.800463158,8.456856397,5.567376623,6.04371134,5.289312821,6.320648911,5.801787514,6.471581757,6.410000299,6.677704123,6.328930533,6.655303753
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.007274573,1.05832594,1.113249205,1.244764189,1.304301394,1.292973651,1.283387495,1.275741339,1.340573849,1.266359447,1.475577716,1.546258464,1.618561057,1.620864748,1.692118227,1.619463074,1.75445317,1.884809572
Mauritania,MRT,0.042895593,0.0542142,0.068919961,0.094584943,0.122597031,0.163875203,0.177424647,0.190101384,0.219035387,0.249487724,0.378185488,0.342258821,0.372053382,0.379062463,0.379584821,0.388143876,0.382353921,0.400304472,0.406711505,0.409983202,0.41520684,0.424534486,0.549296975,0.564947292,0.50845859,0.375238223,0.208165236,1.780964243,1.705826897,1.465298265,1.334835343,1.340189694,1.395998273,1.366212756,1.400849827,1.301233436,1.271230422,1.235748384,0.444910384,0.466607808,0.451978872,0.471406983,0.503740091,0.503449858,0.543817123,0.543482991,0.531462553,0.60673732
Mauritius,MUS,0.272291996,0.274494504,0.36098584,0.290526344,0.417957665,0.403867198,0.357434215,0.635659294,0.798504232,0.703570437,0.603273608,0.471517714,0.808438163,0.783793884,0.78868245,0.661327354,0.683078965,0.695913257,0.672986235,0.693196017,0.610666667,0.553828718,0.506652715,0.596752292,0.620811735,0.696015748,0.779513604,0.901134823,0.820213927,1.002523563,1.383099338,1.425539449,1.579485661,1.616568824,1.458357592,1.628869525,1.718919643,1.7390123,1.891327372,2.0981377,2.330763275,2.470391647,2.461445915,2.570889532,2.590436408,2.740809795,3.011938671,3.080720747
Mayotte,MYT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,1.641506773,1.644289063,1.556317317,1.568879483,1.703236193,1.674563676,1.749178877,1.89245262,1.918770091,2.029046742,2.197481604,2.26256115,2.289683989,2.43358272,2.584063172,2.582186505,2.882155605,2.903331194,3.454247094,3.645964148,4.05985779,4.224378415,4.787014837,4.268150361,4.081251857,3.747974622,3.740865136,3.79471761,3.723562297,3.818931879,4.237086343,4.088386083,4.269745684,3.907429924,4.029815639,3.792188569,3.88154165,3.944195883,3.999157419,3.958541315,3.899302112,3.989305113,3.887866839,3.992638604,3.968266249,4.137304209,4.148683873,4.313037029
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512509675,0.513150892,0.512256501,0.510173771,0.507362105,0.504562731,0.502289365,0.500596599,0.565781347
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.649613373,4.214836167,3.270224147,3.042782793,3.138789252,1.938298555,1.715256719,1.233724495,0.964425644,1.022077071,1.09928323,1.191629146,1.266766816,1.369726484,1.398964725,1.314240472
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
